StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,1_importance,1_newsworthy,1_familiarity,1_observedFrequency,1_desiredFrequency,2_importance,2_newsworthy,2_familiarity,2_observedFrequency,2_desiredFrequency,3_importance,3_newsworthy,3_familiarity,3_observedFrequency,3_desiredFrequency,4_importance,4_newsworthy,4_familiarity,4_observedFrequency,4_desiredFrequency,5_importance,5_newsworthy,5_familiarity,5_observedFrequency,5_desiredFrequency,6_importance,6_newsworthy,6_familiarity,6_observedFrequency,6_desiredFrequency,7_importance,7_newsworthy,7_familiarity,7_observedFrequency,7_desiredFrequency,8_importance,8_newsworthy,8_familiarity,8_observedFrequency,8_desiredFrequency,9_importance,9_newsworthy,9_familiarity,9_observedFrequency,9_desiredFrequency,10_importance,10_newsworthy,10_familiarity,10_observedFrequency,10_desiredFrequency,11_importance,11_newsworthy,11_familiarity,11_observedFrequency,11_desiredFrequency,12_importance,12_newsworthy,12_familiarity,12_observedFrequency,12_desiredFrequency,13_importance,13_newsworthy,13_familiarity,13_observedFrequency,13_desiredFrequency,14_importance,14_newsworthy,14_familiarity,14_observedFrequency,14_desiredFrequency,15_importance,15_newsworthy,15_familiarity,15_observedFrequency,15_desiredFrequency,16_importance,16_newsworthy,16_familiarity,16_observedFrequency,16_desiredFrequency,17_importance,17_newsworthy,17_familiarity,17_observedFrequency,17_desiredFrequency,18_importance,18_newsworthy,18_familiarity,18_observedFrequency,18_desiredFrequency,19_importance,19_newsworthy,19_familiarity,19_observedFrequency,19_desiredFrequency,20_importance,20_newsworthy,20_familiarity,20_observedFrequency,20_desiredFrequency,21_importance,21_newsworthy,21_familiarity,21_observedFrequency,21_desiredFrequency,22_importance,22_newsworthy,22_familiarity,22_observedFrequency,22_desiredFrequency,23_importance,23_newsworthy,23_familiarity,23_observedFrequency,23_desiredFrequency,24_importance,24_newsworthy,24_familiarity,24_observedFrequency,24_desiredFrequency,25_importance,25_newsworthy,25_familiarity,25_observedFrequency,25_desiredFrequency,26_importance,26_newsworthy,26_familiarity,26_observedFrequency,26_desiredFrequency,27_importance,27_newsworthy,27_familiarity,27_observedFrequency,27_desiredFrequency,28_importance,28_newsworthy,28_familiarity,28_observedFrequency,28_desiredFrequency,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,god,Random,Google,Comments,Length,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,endloop
2022-08-02 19:14:22,2022-08-02 19:16:38,IP Address,23.126.50.57,100,136,True,2022-08-02 19:16:39,R_3e9be16iR4iEzx9,"","","","",32.8964,-96.8635,anonymous,EN,Chrome,103.0.0.0,Android 12,360x800,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Some Importance,High newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","",No importance,Low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",33,Male,"",Doctoral degree,"$100,000 to $149,999",White/Caucasian,"",Not at all   0,No,No,"",About 3 minutes.,"","","","","","","","","","",0
2022-08-02 19:10:23,2022-08-02 19:16:54,IP Address,172.222.144.171,100,391,True,2022-08-02 19:16:55,R_YY597Pn1YIJUwc9,"","","","",34.066,-117.8928,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1536x864,"","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Know a Little,About one per week,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,High newsworthiness,Heard of It,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Little,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",38,Female,"",Bachelor's degree in college (4-year),"$20,000 to $29,999",White/Caucasian,"",5,No,No,"Some news look very interesting for other people, but not me (like NFL or celebrities). I prefer follow politics or local news, connected with my community",5 min,"","","","","","","","","","",0
2022-08-02 19:14:20,2022-08-02 19:17:38,IP Address,72.208.33.78,100,198,True,2022-08-02 19:17:39,R_3MgPQqmXxBHsm6Z,"","","","",32.3098,-110.915,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1920x1080,"","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Little,Just once or twice this month,"More news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Fair Amount,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",35,Male,"",Some college but no degree,"$50,000 to $59,999","White/Caucasian,Black or African American,Asian,Native Hawaiian or Pacific Islander","",2,No,No,Thank you for allowing me to participate.,"I'm not sure, maybe 8 minutes?","","","","","","","","","","",0
2022-08-02 19:14:32,2022-08-02 19:17:41,IP Address,68.46.68.137,100,188,True,2022-08-02 19:17:41,R_2aS89GpPsYdR3tq,"","","","",44.9863,-92.7278,anonymous,EN,Chrome,103.0.0.0,CrOS aarch64 14816.131.0,1080x675,Very low importance,Low newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""",30,Male,"",Bachelor's degree in college (4-year),"$100,000 to $149,999",White/Caucasian,"",4,No,No,"",3  minutes,"","","","","","","","","","",0
2022-08-02 19:15:19,2022-08-02 19:17:41,IP Address,108.52.142.38,100,142,True,2022-08-02 19:17:41,R_sMamcheulbM71Zf,"","","","",39.9664,-75.1685,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1536x864,"","","","","",Low importance,Low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",High Importance,High newsworthiness,Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,Just once or twice this month,"More news about """"${lm://Field/1}""""",No importance,No newsworthiness,Know a Little,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",High Importance,High newsworthiness,Know It Well,Daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",31,Female,"",Master's degree,"$30,000 to $39,999",Asian,"",3,No,No,None,3 min,"","","","","","","","","","",0
2022-08-02 19:13:06,2022-08-02 19:17:46,IP Address,71.139.45.165,100,279,True,2022-08-02 19:17:46,R_REo5Y2GKmUjbPm9,"","","","",30.1746,-97.8203,anonymous,EN,Edge,103.0.1264.71,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",High Importance,High newsworthiness,Know a Little,About one per week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",50,Female,"",Master's degree,"$100,000 to $149,999",White/Caucasian,"",Very Much   7,No,No,none,7 minutes,"","","","","","","","","","",0
2022-08-02 19:12:38,2022-08-02 19:18:21,IP Address,166.113.86.220,100,342,True,2022-08-02 19:18:21,R_3OrBHFBxGorrVBu,"","","","",35.2025,-97.4835,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Fair Amount,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,High newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very high importance,Very high newsworthiness,Know It Well,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,Some newsworthiness,Know a Little,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",39,Female,"",Master's degree,"$100,000 to $149,999",White/Caucasian,"",Very Much   7,No,No,"",5 minutes,"","","","","","","","","","",0
2022-08-02 19:17:06,2022-08-02 19:19:01,IP Address,24.62.108.218,100,114,True,2022-08-02 19:19:02,R_1kHOfZJrv6qXpJl,"","","","",42.5811,-71.4387,anonymous,EN,Edge,103.0.1264.62,Windows NT 10.0,1600x900,Very high importance,Very high newsworthiness,Know It Well,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Fair Amount,About one every other week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",38,Female,"",Associate degree in college (2-year),"$40,000 to $49,999",White/Caucasian,"",Very Much   7,No,No,"",4 min,"","","","","","","","","","",0
2022-08-02 19:16:44,2022-08-02 19:19:41,IP Address,24.127.180.222,100,176,True,2022-08-02 19:19:42,R_1QzxpF3owG94BCX,"","","","",42.331,-83.3785,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1360x768,"","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Heard of It,A few times a week,"The same amount of news about """"${lm://Field/1}""""",Some Importance,Some newsworthiness,Know a Fair Amount,Multiple times daily,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Never Heard of It,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",Low importance,Low newsworthiness,Know a Little,A few times a week,"Less news about """"${lm://Field/1}""""","","","","","",No importance,No newsworthiness,Never Heard of It,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",63,Male,"",Associate degree in college (2-year),"$40,000 to $49,999",White/Caucasian,"",Very Much   7,Yes,No,no comments,5 minutes,"","","","","","","","","","",0
2022-08-02 19:14:48,2022-08-02 19:20:12,IP Address,174.59.188.8,100,324,True,2022-08-02 19:20:13,R_6ETKFCcWnKQVdfP,"","","","",40.1025,-76.0761,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1366x768,"","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Fair Amount,Daily,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","",High Importance,Very high newsworthiness,Know a Little,Daily,"More news about """"${lm://Field/1}""""","","","","","",Low importance,Some newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""",No importance,Very low newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Heard of It,Just once or twice this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",52,Male,"",Bachelor's degree in college (4-year),"$80,000 to $89,999",White/Caucasian,"",6,No,No,Interesting study ,5 minutes,"","","","","","","","","","",0
2022-08-02 19:16:23,2022-08-02 19:20:32,IP Address,172.126.13.60,100,249,True,2022-08-02 19:20:32,R_PCJYe0WSpdK9vfH,"","","","",41.6489,-83.6015,anonymous,EN,Edge,103.0.1264.71,Windows NT 10.0,1920x1080,"","","","","",Some Importance,Some newsworthiness,Heard of It,Just once or twice this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","",Low importance,High newsworthiness,Know a Fair Amount,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Low newsworthiness,Know a Little,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Never Heard of It,None at all this month,"More news about """"${lm://Field/1}""""","","","","","","","","","","",54,Female,"",Some college but no degree,"$90,000 to $99,999",White/Caucasian,"",2,No,No,"",about 4 minutes,"","","","","","","","","","",0
2022-08-02 19:15:00,2022-08-02 19:21:43,IP Address,73.82.94.42,100,402,True,2022-08-02 19:21:43,R_3RgZDb2t92bnGV3,"","","","",33.6163,-84.2945,anonymous,EN,Chrome,103.0.0.0,Windows NT 10.0,1536x864,Very high importance,Very high newsworthiness,Know It Well,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Some Importance,Some newsworthiness,Know a Little,About one every other week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","",Very high importance,Very high newsworthiness,Know It Well,Daily,"More news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",No importance,No newsworthiness,Know a Fair Amount,About one per week,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","",Very high importance,Very high newsworthiness,Know a Fair Amount,About one per week,"More news about """"${lm://Field/1}""""",40,Female,"",Associate degree in college (2-year),"$100,000 to $149,999",Black or African American,"",Very Much   7,No,No,"",7 mins,"","","","","","","","","","",0
2022-08-02 19:20:25,2022-08-02 19:22:41,IP Address,73.75.20.86,100,136,True,2022-08-02 19:22:42,R_2D63x2xas98spOP,"","","","",41.7402,-87.7723,anonymous,EN,Chrome,103.0.0.0,Macintosh,1440x900,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Low importance,Some newsworthiness,Heard of It,A few times a week,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Heard of It,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",Very low importance,Very low newsworthiness,Never Heard of It,None at all this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",Very low importance,Low newsworthiness,Know a Little,Just once or twice this month,"The same amount of news about """"${lm://Field/1}""""","","","","","",No importance,Very low newsworthiness,Never Heard of It,None at all this month,"Less news about """"${lm://Field/1}""""","","","","","","","","","","","","","","","",22,Female,"",Some college but no degree,"$70,000 to $79,999",White/Caucasian,"",Not at all   0,No,No,"",3 minutes,"","","","","","","","","","",0
